EMD_no_norm_arc	file_origin	denominator	marker	median_diff_no_norm_arc_compare_from_vs_to	median_no_norm_arc_compare_from	median_no_norm_arc_compare_to
0.613470487	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	168Er_pSMAD2_3	0.446320534	3.75705266	3.310732126
0.218270386	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	169Tm_GFP	0.621309876	0.621309876	0
0.774377875	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	170Er_pMEK1_2	0.736948013	2.847891092	2.110943079
1.149726468	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	172Yb_pS6	1.355935097	2.963047028	1.607111931
0.859190241	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	176Yb_Cyclin B1	0.703254461	3.57017684	2.866922379
1.836321011	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	209Bi_DiMeHH3	0.759018898	6.572062016	5.813043118
0.061516426	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	89Y_pHH3	0	0	0
-0.900250175	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	127I_IdU	-0.014858956	0	0.014858956
-0.471838252	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	142Nd_cCaspase 3	-0.474163413	1.802664876	2.276828289
0.090841972	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	144Nd_Lysozyme	0.016761065	0.431323171	0.414562106
0.157778821	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	145Nd_FABP1	0.161569357	2.547269344	2.385699987
1.368118863	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	150Nd_pRB	0.594693661	3.470397949	2.875704288
0.182924088	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	162Dy_LRIG1	0.18547684	1.074357033	0.888880193
-0.906503421	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	171Yb_CLCA1	-0.732188582	0	0.732188582
0.711106842	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	173Yb_DCAMKL1	0	0	0
1.077173159	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	174Yb_CHGA	1.87060225	1.90400672	0.033404417
0.951040181	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	175Lu_CD44	0	0	0
0.143150759	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	113In_EpCAM	0.169314146	2.597918034	2.428603888
0.802021579	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	115In_Pan-CK	0.872814894	3.735998392	2.863183498
0.017052007	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	130Te_TePhe	0.019876122	1.222101927	1.202225804
0.537749024	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	141Pr_pPDPK1	0.473839998	2.603726387	2.129886389
0.147334455	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	143Nd_C-MYC	0.165020406	1.141182184	0.976161778
-0.112693228	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	146Nd_pMKK4_SEK1	-0.070587039	1.23124516	1.301832199
0.108529901	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	147Sm_pBTK	0.012061596	2.604433775	2.592372179
0.173919299	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	148Nd_pSRC	0.094711423	1.95861733	1.863905907
0.712123432	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	149Sm_p4E-BP1	0.720749497	2.411326647	1.690577149
0.668761726	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	151Eu_pPKCa	0.62061882	2.04135108	1.42073226
0.422149164	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	152Sm_pAKT T308	0.49167943	1.644791365	1.153111935
0.501556698	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	153Eu_pCREB	0.591112852	1.979570746	1.388457894
-0.040945277	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	154Sm_pSMAD1_5_9	-0.02296865	0.937873125	0.960841775
0.178907879	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	155Gd_pAKT S473	0.231511474	1.148904562	0.917393088
0.535354386	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	156Gd_pNF-kB p65	0.462339163	2.797401905	2.335062742
-0.168116387	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	157Gd_pMKK3_MKK6	-0.150148869	1.924006224	2.074155092
0.816448914	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	158Gd_pP38 MAPK	0.523030996	3.588570595	3.065539598
0.245632916	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	159Tb_pMAPKAPK2	0.158393264	2.114296913	1.955903649
0.687086709	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	160Gd_pAMPKa	0.756877899	2.915956497	2.159078598
0.546648003	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	161Dy_pBAD	0.635117054	2.510966778	1.875849724
0.232104649	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	163Dy_pP90RSK	0.191028476	2.117197514	1.926169038
1.154847901	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	164Dy_pP120-Catenin	0.486060619	3.792548895	3.306488276
-0.100112437	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	165Ho_Beta-Catenin_Active	-0.121432781	2.736409426	2.857842207
0.291896811	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	166Er_pGSK3b	0.10299778	3.360953569	3.25795579
0.251691654	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	167Er_pERK1_2	0.181318283	3.142739058	2.961420774
-0.338125247	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	168Er_pSMAD2_3	-0.304207087	3.00652504	3.310732126
0.053173907	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	169Tm_GFP	0	0	0
0.107725018	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	170Er_pMEK1_2	0.075743675	2.186686754	2.110943079
0.529160036	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	172Yb_pS6	0.759978294	2.367090225	1.607111931
0.090895531	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	176Yb_Cyclin B1	0.060547352	2.92746973	2.866922379
1.794375979	"CHGA+, pRB+, CD44- (Enteroendocrine Gate 3)_revision"	Ungated	209Bi_DiMeHH3	0.713377476	6.526420593	5.813043118
0.167076336	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	89Y_pHH3	0	0	0
2.628064566	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	127I_IdU	4.92289257	4.937751293	0.014858956
-0.620334036	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	142Nd_cCaspase 3	-0.627545118	1.649283171	2.276828289
-0.201085501	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	144Nd_Lysozyme	-0.1441046	0.270457506	0.414562106
-1.830213846	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	145Nd_FABP1	-2.044089794	0.341610134	2.385699987
1.485875431	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	150Nd_pRB	0.686450005	3.562154293	2.875704288
1.428054583	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	162Dy_LRIG1	1.575598001	2.464478254	0.888880193
-0.101477163	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	171Yb_CLCA1	-0.147973001	0.584215581	0.732188582
0.041498262	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	173Yb_DCAMKL1	0.01133039	0.01133039	0
0.043169414	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	174Yb_CHGA	0.344728112	0.378132522	0.033404417
2.248912894	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	175Lu_CD44	3.2037251	3.2037251	0
0.660549528	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	113In_EpCAM	0.673786402	3.102390289	2.428603888
-0.435161119	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	115In_Pan-CK	-0.112977028	2.75020647	2.863183498
0.082655091	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	130Te_TePhe	0.012194276	1.21442008	1.202225804
0.718145609	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	141Pr_pPDPK1	0.61209321	2.741979599	2.129886389
0.112330269	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	143Nd_C-MYC	0.07821101	1.054372787	0.976161778
-0.143206478	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	146Nd_pMKK4_SEK1	-0.187902212	1.113929987	1.301832199
-0.216589668	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	147Sm_pBTK	-0.2265203	2.365851879	2.592372179
0.457591075	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	148Nd_pSRC	0.376323938	2.240229845	1.863905907
1.105417967	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	149Sm_p4E-BP1	1.066882968	2.757460117	1.690577149
0.875028754	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	151Eu_pPKCa	0.76981926	2.190551519	1.42073226
0.513602728	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	152Sm_pAKT T308	0.505767822	1.658879757	1.153111935
0.813504066	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	153Eu_pCREB	0.902106166	2.29056406	1.388457894
-0.110788594	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	154Sm_pSMAD1_5_9	-0.115500033	0.845341742	0.960841775
0.188824125	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	155Gd_pAKT S473	0.240320683	1.157713771	0.917393088
0.383983189	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	156Gd_pNF-kB p65	0.291026592	2.626089334	2.335062742
-0.145468133	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	157Gd_pMKK3_MKK6	-0.100759983	1.973395109	2.074155092
1.0435593	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	158Gd_pP38 MAPK	0.730083227	3.795622826	3.065539598
0.894194879	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	159Tb_pMAPKAPK2	0.798880696	2.754784346	1.955903649
0.722752384	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	160Gd_pAMPKa	0.682353973	2.841432571	2.159078598
-0.407316177	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	161Dy_pBAD	-0.191569209	1.684280515	1.875849724
0.386867459	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	163Dy_pP90RSK	0.363602996	2.289772034	1.926169038
1.645727386	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	164Dy_pP120-Catenin	0.929132223	4.235620499	3.306488276
-0.268611708	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	165Ho_Beta-Catenin_Active	-0.24011302	2.617729187	2.857842207
-0.326704161	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	166Er_pGSK3b	-0.113917351	3.144038439	3.25795579
0.489575772	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	167Er_pERK1_2	0.390648603	3.352069378	2.961420774
-0.512802182	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	168Er_pSMAD2_3	-0.520595789	2.790136337	3.310732126
0.02304328	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	169Tm_GFP	0	0	0
-0.115163545	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	170Er_pMEK1_2	-0.07479167	2.036151409	2.110943079
0.242266983	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	172Yb_pS6	0.31398654	1.921098471	1.607111931
-0.081055992	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	176Yb_Cyclin B1	-0.017950535	2.848971844	2.866922379
1.560049615	"LRIG1+, pRB+, CD44+ (Stem)_revision"	Ungated	209Bi_DiMeHH3	0.499845982	6.312889099	5.813043118
0.0704693	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	89Y_pHH3	0.007139577	0.007139577	0
-0.8937158	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	127I_IdU	-0.014858956	0	0.014858956
-0.39619103	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	142Nd_cCaspase 3	-0.384146571	1.892681718	2.276828289
0.099662312	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	144Nd_Lysozyme	0.053138793	0.467700899	0.414562106
0.284571584	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	145Nd_FABP1	0.385974646	2.771674633	2.385699987
1.338783153	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	150Nd_pRB	0.57647872	3.452183008	2.875704288
0.213407712	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	162Dy_LRIG1	0.252053797	1.14093399	0.888880193
-0.924530846	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	171Yb_CLCA1	-0.732188582	0	0.732188582
0.834859124	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	173Yb_DCAMKL1	1.5688169	1.5688169	0
-0.751532576	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	174Yb_CHGA	-0.033404417	0	0.033404417
0.94652421	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	175Lu_CD44	0	0	0
0.270413872	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	113In_EpCAM	0.314555407	2.743159294	2.428603888
0.839954416	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	115In_Pan-CK	0.888112307	3.751295805	2.863183498
0.075022572	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	130Te_TePhe	0.092079997	1.294305801	1.202225804
0.598398814	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	141Pr_pPDPK1	0.537949085	2.667835474	2.129886389
0.200377244	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	143Nd_C-MYC	0.226623118	1.202784896	0.976161778
-0.093574397	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	146Nd_pMKK4_SEK1	-0.006141543	1.295690656	1.301832199
0.13316045	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	147Sm_pBTK	0.04024601	2.632618189	2.592372179
0.204521266	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	148Nd_pSRC	0.146097422	2.010003328	1.863905907
0.784552813	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	149Sm_p4E-BP1	0.783977389	2.474554539	1.690577149
0.665176751	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	151Eu_pPKCa	0.619863987	2.040596247	1.42073226
0.468890706	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	152Sm_pAKT T308	0.542687654	1.695799589	1.153111935
0.534235453	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	153Eu_pCREB	0.626458287	2.014916182	1.388457894
0.039468684	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	154Sm_pSMAD1_5_9	0.022273421	0.983115196	0.960841775
0.2306941	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	155Gd_pAKT S473	0.29690659	1.214299679	0.917393088
0.519088624	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	156Gd_pNF-kB p65	0.429372072	2.764434814	2.335062742
-0.137695687	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	157Gd_pMKK3_MKK6	-0.097201943	1.976953149	2.074155092
0.773736433	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	158Gd_pP38 MAPK	0.48709178	3.552631378	3.065539598
0.264797603	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	159Tb_pMAPKAPK2	0.185105443	2.141009092	1.955903649
0.731324714	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	160Gd_pAMPKa	0.787882805	2.946961403	2.159078598
0.639348366	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	161Dy_pBAD	0.748059511	2.623909235	1.875849724
0.268061717	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	163Dy_pP90RSK	0.230072856	2.156241894	1.926169038
1.173121401	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	164Dy_pP120-Catenin	0.518805742	3.825294018	3.306488276
-0.045928214	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	165Ho_Beta-Catenin_Active	-0.011180401	2.846661806	2.857842207
0.333050066	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	166Er_pGSK3b	0.156336069	3.414291859	3.25795579
0.313851751	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	167Er_pERK1_2	0.230778456	3.19219923	2.961420774
-0.233422329	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	168Er_pSMAD2_3	-0.197162867	3.11356926	3.310732126
0.036651592	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	169Tm_GFP	0	0	0
0.167450003	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	170Er_pMEK1_2	0.15669322	2.267636299	2.110943079
0.581458657	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	172Yb_pS6	0.810101748	2.417213678	1.607111931
0.150841207	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	176Yb_Cyclin B1	0.11590004	2.982822418	2.866922379
1.743054045	"DCAMKL1+, pRB+, CD44- (Tuft Gate 2)_revision"	Ungated	209Bi_DiMeHH3	0.687765121	6.500808239	5.813043118
0.089946152	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	89Y_pHH3	0.051909901	0.051909901	0
0.787096979	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	127I_IdU	0.056285366	0.07114432	0.014858956
-0.366251386	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	142Nd_cCaspase 3	-0.262814999	2.01401329	2.276828289
4.510873795	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	144Nd_Lysozyme	4.732425213	5.146987438	0.414562106
-0.913823493	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	145Nd_FABP1	-0.968013644	1.417686343	2.385699987
-0.946049006	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	150Nd_pRB	-0.146444321	2.729259968	2.875704288
0.720315737	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	162Dy_LRIG1	0.93066889	1.819549084	0.888880193
0.154188924	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	171Yb_CLCA1	0.395602584	1.127791166	0.732188582
0.232983257	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	173Yb_DCAMKL1	0.714035869	0.714035869	0
0.206331255	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	174Yb_CHGA	0.788946688	0.822351098	0.033404417
0.818370889	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	175Lu_CD44	0	0	0
1.069015072	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	113In_EpCAM	1.294802904	3.723406792	2.428603888
-0.442879199	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	115In_Pan-CK	-0.170815945	2.692367554	2.863183498
0.434615698	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	130Te_TePhe	0.499384999	1.701610804	1.202225804
1.046117506	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	141Pr_pPDPK1	1.048197746	3.178084135	2.129886389
0.568544809	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	143Nd_C-MYC	0.636745393	1.612907171	0.976161778
0.230842132	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	146Nd_pMKK4_SEK1	0.221936226	1.523768425	1.301832199
-0.252209129	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	147Sm_pBTK	-0.258728027	2.333644152	2.592372179
0.754557654	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	148Nd_pSRC	0.742471218	2.606377125	1.863905907
0.983254756	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	149Sm_p4E-BP1	1.04017961	2.73075676	1.690577149
0.513311732	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	151Eu_pPKCa	0.515317082	1.936049342	1.42073226
0.461947436	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	152Sm_pAKT T308	0.549870014	1.702981949	1.153111935
0.378545118	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	153Eu_pCREB	0.457136035	1.845593929	1.388457894
0.802791633	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	154Sm_pSMAD1_5_9	0.859548807	1.820390582	0.960841775
0.398748702	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	155Gd_pAKT S473	0.489519	1.406912088	0.917393088
0.168807615	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	156Gd_pNF-kB p65	0.018151522	2.353214264	2.335062742
-0.203938812	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	157Gd_pMKK3_MKK6	-0.179103374	1.895051718	2.074155092
0.537953109	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	158Gd_pP38 MAPK	0.304428816	3.369968414	3.065539598
0.427450277	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	159Tb_pMAPKAPK2	0.432045817	2.387949467	1.955903649
1.185627272	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	160Gd_pAMPKa	1.109668016	3.268746614	2.159078598
0.548935015	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	161Dy_pBAD	0.564866304	2.440716028	1.875849724
0.301935575	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	163Dy_pP90RSK	0.30001533	2.226184368	1.926169038
1.269904293	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	164Dy_pP120-Catenin	0.767276049	4.073764324	3.306488276
0.216137709	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	165Ho_Beta-Catenin_Active	0.176683903	3.03452611	2.857842207
-0.306851622	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	166Er_pGSK3b	-0.232966661	3.024989128	3.25795579
0.248756508	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	167Er_pERK1_2	0.1806705	3.142091274	2.961420774
-0.277177372	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	168Er_pSMAD2_3	-0.22587657	3.084855556	3.310732126
0.130293726	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	169Tm_GFP	0.29803592	0.29803592	0
0.239678741	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	170Er_pMEK1_2	0.248020411	2.35896349	2.110943079
0.827146962	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	172Yb_pS6	0.942127943	2.549239874	1.607111931
-0.121308124	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	176Yb_Cyclin B1	-0.099742413	2.767179966	2.866922379
-1.056479486	"Lysozyme+, pRB+, CD44- (Paneth Gate 2)_revision"	Ungated	209Bi_DiMeHH3	-0.421055317	5.391987801	5.813043118
0.106520708	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	89Y_pHH3	0	0	0
-0.912619798	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	127I_IdU	-0.014858956	0	0.014858956
0.683196049	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	142Nd_cCaspase 3	0.762402534	3.039230824	2.276828289
-0.096110814	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	144Nd_Lysozyme	-0.024578691	0.389983416	0.414562106
0.432614721	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	145Nd_FABP1	0.616152763	3.001852751	2.385699987
-1.752966249	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	150Nd_pRB	-2.727828503	0.147875682	2.875704288
-0.557666078	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	162Dy_LRIG1	-0.582400918	0.306479275	0.888880193
1.373174424	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	171Yb_CLCA1	1.633059144	2.365247726	0.732188582
0.716355007	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	173Yb_DCAMKL1	0	0	0
-0.794861225	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	174Yb_CHGA	-0.033404417	0	0.033404417
0.959846399	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	175Lu_CD44	0	0	0
-0.597697189	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	113In_EpCAM	-0.613599658	1.81500423	2.428603888
-0.741074537	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	115In_Pan-CK	-0.884353399	1.978830099	2.863183498
-0.098520472	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	130Te_TePhe	-0.110110164	1.092115641	1.202225804
-0.818385987	"CLCA1+, pRB-, CD44- (Goblet Gate 4)_revision"	Ungated	141Pr_pPDPK1	-0.902711034	1.227175355	2.129886389
